pos;F;61_Ano_Leg-B_NA_NA_NA_Jugement;05_y_Leg-_A_Ap__tr_Vie;02_Ano_Leg-A_Ap_NA_Pas_Paul;54_Ano_Leg-C_Vi_NA_Vie_Pelagie;60_Ano_Leg-B_NA_NA_NA_Antechriste;14_Ano_Leg-B_Ma_Ho_Vie_Vincent;42_Ano_Leg-B_Vi_NA_Ass_NotreDame;29_Wau_Leg-C_Co_Ev_Vie_Martin;58_Ano_Leg-C_Vi_NA_Vie_MarieEgyptienne;52_Ano_Leg-C_Co_NA_Vie_Fursi;04_Ano_Leg-A_Ap_NA_Vie_Jean_Ev;01_Ano_Leg-A_Ap_NA_Vie_Pierre2;11_Ano_Leg-A_Ap_NA_Vie_Marc;38_Wau_Leg-C_Co_Ev_Vie_Jerome;00_Ano_Leg-A_Ap_Ev_Dis_Pierre1;49_Ano_Leg-C_NA_NA_Vie_Maur;41_Ano_Leg-C_Vi_NA_Vie_Irene;30_Wau_Leg-C_Co_Ev_Tra_Martin2;08_Ano_Leg-A_Ap_NA_Vie_Philippe;63_Ric_Leg-N_NA_NA_NA_Bestiaire;56_Ano_Leg-C_Co_NA_Vie_Mamertin;21_Ano_Leg-B_Ma_Fe_Vie_Christine;35_Wau_Leg-C_Co_Ev_Vie_Nicolas;07_Ano_Leg-A_Ap_NA_Vie_SimonJude;53_Ano_Leg-C_Vi_NA_Vie_Marguerite;33_Wau_Leg-C_Co_Er_Vie_Gilles;03_Ano_Leg-A_Ap_NA_Mar_Jean;13_Ano_Leg-B_Ma_Ho_Vie_Sebastien;31_Wau_Leg-C_Co_Ev_Dia_Martin3;27_Ano_Leg-B_Ma_Ho_Vie_Pantaleon;34_Wau_Leg-C_Co_Ev_Vie_Martial;23_Ano_Leg-B_Ma_Ho_Vie_Sixte;44_Ano_Leg-C_Ap_NA_Vie_Andre;10_Ano_Leg-A_Ap_NA_Vie_Barthelemy;22_Ano_Leg-B_Ma_Fe_Vie_Cecile;26_Ano_Leg-B_Ma_Ev_Vie_Lambert;09_Ano_Leg-A_Ap_NA_Vie_JacquesMineur;47_Ano_Leg-C_Co_er_Vie_PaulErmite;17_Ano_Leg-B_Ma_Fe_Vie_Agathe;37_Wau_Leg-C_Co_Ev_Tra_Nicolas3;15_Ano_Leg-B_Ma_Ho_Vie_Georges;18_Ano_Leg-B_Ma_Fe_Vie_Luce;48_Ano_Leg-C_Co_ev_Tra_Benoit2;45_Ano_Leg-C_Ap_NA_Pas_Andre2;28_Ano_Leg-B_Ma_Ho_Vie_Clement;64_Ano_Leg-N_NA_NA_NA_Bestiaire2;20_Ano_Leg-B_Ma_Fe_Vie_Felicite;59_Ano_Leg-C_Vi_NA_Vie_Euphrasie;19_Ano_Leg-B_Ma_Fe_Vie_Agnes;46_Ano_Leg-B_Co_NA_Pur_Patrice;55_Ano_Leg-C_Co_NA_Vie_Simeon;06_Ano_Leg-A_Ap_NA_Vie_Matthieu;32_Wau_Leg-C_Co_Ev_Vie_Brice;16_Ano_Leg-B_Ma_Ho_Vie_Christophe;40_Wau_Leg-C_Co_Er_Vie_Alexis;51_Ano_Leg-C_Ma_ho_Vie_Eustache;24_Ano_Leg-B_Ma_Ho_Vie_Laurent;57_Ano_Leg-C_Vi_NA_Vie_Julien;12_Ano_Leg-A_Ma_Ho_Vie_Longin;43_Ano_Leg-C_Vi_NA_Vie_Catherine;50_Ano_Leg-C_NA_NA_Vie_Placide;25_Ano_Leg-B_Ma_Ho_Vie_Hippolyte;39_Wau_Leg-C_Co_Ev_Vie_Benoit;62_Ano_Leg-N_NA_NA_NA_Index;36_Wau_Leg-C_Co_Ev_Mir_Nicolas2
PROdem PROrel VERcjg;394;3;21;6;6;0;6;5;17;6;7;5;10;0;2;6;16;4;0;3;14;6;8;2;8;3;2;0;5;16;14;12;1;5;7;12;6;0;3;2;5;4;1;7;25;1;10;1;7;4;9;3;4;1;7;4;7;2;5;0;10;2;1;13;0;12
PROrel VERcjg VERppe;366;2;19;8;2;0;2;3;8;2;3;5;11;3;2;12;19;1;1;0;5;3;15;2;5;3;2;0;9;16;11;13;4;6;5;11;1;2;8;6;6;4;1;5;17;0;4;3;5;6;4;3;5;0;16;3;2;5;10;0;8;6;7;8;1;7
VERcjg VERppe ADVneg;20;1;2;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;3;1;0;0;0;0;0;0;1;0;0;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
VERppe ADVneg VERcjg;28;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;2;1;0;1;0;0;1;1;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;2;1;2;0;0;0;0;1;0;0;0;3;0;0
ADVneg VERcjg ADVneg;619;4;20;11;6;0;11;8;24;9;6;9;7;2;4;20;10;2;2;0;15;5;10;3;13;6;4;0;5;60;7;28;2;16;8;12;9;2;6;6;26;5;2;11;22;5;25;3;5;6;9;2;4;2;25;8;6;2;3;5;24;2;2;25;0;18
VERcjg ADVneg ADJqua;84;1;5;1;1;0;0;2;5;5;1;0;2;0;0;6;0;0;0;0;1;1;0;1;6;0;0;0;0;10;2;1;1;1;2;1;4;1;0;0;0;0;0;1;3;1;3;0;0;0;2;0;1;1;0;2;1;0;0;1;3;0;1;0;0;3
ADVneg ADJqua NOMcom;52;1;6;0;0;0;0;0;4;1;0;0;3;0;0;2;0;0;1;0;0;1;1;0;1;0;0;0;2;8;2;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;3;0;1;0;0;0;0;0;0;0;0;5
ADJqua NOMcom CONcoo;1023;1;64;14;2;0;18;7;45;12;9;19;32;15;9;23;20;9;5;4;2;7;28;7;28;8;10;1;8;36;16;68;9;6;12;29;27;4;2;6;31;14;6;6;36;5;18;8;5;12;17;13;25;6;38;16;13;13;10;12;24;8;7;21;1;36
NOMcom CONcoo NOMcom;845;1;33;23;2;0;7;6;46;9;6;7;25;6;9;20;7;12;1;4;15;3;27;8;25;4;7;0;7;32;12;57;4;15;11;16;18;6;6;7;14;17;8;2;35;4;36;2;3;16;24;4;25;2;37;18;4;7;4;8;20;4;3;18;1;25
CONcoo NOMcom PONfbl;75;1;2;1;0;0;1;2;12;1;0;0;1;0;1;3;3;0;0;0;3;1;3;2;0;0;1;0;0;6;0;3;0;1;0;2;1;1;2;1;2;0;1;0;2;0;3;0;1;2;0;0;1;0;0;1;0;0;0;1;2;0;0;2;0;2
NOMcom PONfbl CONcoo;933;1;35;12;2;0;5;26;71;9;4;10;14;0;7;25;16;23;1;1;15;5;7;13;7;5;23;1;1;87;6;87;4;26;2;6;4;1;7;9;33;3;4;8;26;1;18;4;7;1;16;5;2;5;13;16;8;1;3;1;68;2;4;48;0;58
PONfbl CONcoo PRE;211;1;4;2;1;0;0;3;21;3;0;1;1;0;0;9;3;3;0;0;6;1;1;1;1;2;4;0;0;25;2;12;0;8;0;3;2;0;0;1;5;1;0;1;6;2;3;0;1;4;1;0;3;1;2;1;2;1;0;0;22;0;2;17;0;15
CONcoo PRE PRE.DETdef;7;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PRE PRE.DETdef ADVgen;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRE.DETdef ADVgen ADJqua;21;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;2;0;2;0;3;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
ADVgen ADJqua PONfrt;244;2;10;1;1;0;5;4;10;5;1;5;1;1;1;0;9;5;1;0;6;1;6;1;7;1;5;0;3;23;2;7;1;0;4;3;1;0;1;4;3;4;0;3;11;6;4;2;3;4;7;3;3;0;10;4;8;4;1;2;5;1;3;6;0;9
ADJqua PONfrt CONcoo;520;1;32;11;2;0;13;4;17;6;4;6;12;5;4;4;7;9;1;0;12;3;6;4;17;2;6;0;12;24;5;17;8;6;10;20;6;1;2;12;6;12;4;9;12;9;11;4;7;6;17;5;10;0;20;5;7;7;5;3;15;2;10;11;0;12
PONfrt CONcoo DETdef;857;2;46;4;0;0;16;11;31;9;13;19;12;9;0;6;16;17;3;3;27;7;11;5;21;2;5;0;3;43;29;26;3;2;11;20;26;1;5;5;13;9;9;10;64;11;14;3;19;15;43;13;19;1;30;8;13;1;23;7;11;6;3;19;0;24
CONcoo DETdef NOMcom;1462;2;71;20;1;0;28;19;56;21;15;43;26;14;8;25;22;28;7;4;25;16;22;13;29;13;21;0;9;76;30;60;8;13;15;23;26;4;10;8;19;17;14;16;83;13;20;7;27;24;70;18;35;4;34;20;20;11;34;13;33;11;4;46;0;38
NOMcom PRE DETpos;1232;1;56;23;7;0;24;13;49;20;14;22;24;14;10;16;27;9;0;8;25;8;27;8;28;10;21;1;31;51;29;64;9;8;15;25;18;4;12;10;30;12;11;7;45;18;11;7;13;16;21;15;23;2;40;32;8;3;8;11;58;17;13;36;0;34
PRE DETpos NOMcom;3509;3;214;51;13;0;56;48;154;42;28;57;70;24;22;42;71;31;2;11;82;20;83;25;68;25;56;1;63;167;68;167;17;25;38;63;60;15;46;45;88;32;40;20;141;32;57;17;30;48;67;32;66;9;118;70;29;31;25;30;100;25;30;154;1;144
DETpos NOMcom PROper;242;2;25;2;3;0;3;6;11;0;1;3;5;2;2;2;9;3;0;1;5;2;7;1;3;0;2;0;5;9;4;14;0;3;1;1;4;0;2;1;7;3;1;1;16;3;3;1;3;2;4;3;5;0;7;5;6;1;1;1;2;1;1;12;0;9
NOMcom PROper VERcjg;1876;2;126;17;13;0;14;22;58;26;38;24;28;5;22;30;43;16;1;5;36;28;46;9;33;19;39;2;20;83;51;86;12;12;24;48;25;3;20;19;40;49;28;16;81;9;39;13;20;19;45;28;28;5;31;22;32;17;17;15;29;26;14;82;0;66
PROper VERcjg PRE;3074;3;224;31;16;0;40;36;121;74;25;40;46;13;20;52;69;34;4;3;81;24;61;19;40;25;50;1;33;184;65;135;13;33;24;57;64;15;36;27;74;38;15;31;146;29;91;12;29;32;78;26;47;12;84;34;33;35;22;16;60;32;17;140;0;103
VERcjg PRE NOMcom;1587;1;106;29;8;0;20;19;63;35;18;32;34;7;15;41;36;16;1;4;62;13;30;9;23;8;22;2;15;90;18;52;8;12;16;30;17;12;16;10;29;24;6;20;64;14;41;10;16;14;46;17;36;5;42;17;16;14;12;7;44;8;10;74;1;50
PRE NOMcom PONfrt;1815;1;92;32;5;0;23;18;81;40;15;26;46;12;15;48;33;11;3;3;69;5;42;11;29;7;18;2;17;105;20;77;9;13;26;42;32;6;25;16;49;19;7;12;79;23;43;9;28;18;50;9;40;9;63;18;15;20;14;12;50;13;18;65;3;54
NOMcom PONfrt PROind;27;2;0;0;0;0;1;0;1;2;0;1;0;0;1;1;0;0;0;1;2;0;1;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0
PONfrt PROind ADVneg;10;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
PROind ADVneg VERcjg;113;1;5;1;0;0;1;0;8;4;0;1;4;0;2;2;2;1;0;0;4;0;0;0;3;0;3;0;1;9;0;5;1;2;3;0;1;0;3;0;3;2;0;1;3;1;11;0;0;0;4;0;4;1;2;0;1;0;0;1;5;1;0;3;0;3
ADVneg VERcjg ADVsub;7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
VERcjg ADVsub DETdef;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
ADVsub DETdef NOMcom;11;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
DETdef NOMcom VERcjg;1921;5;88;19;7;0;18;18;99;26;9;29;20;13;27;26;35;22;3;4;40;17;33;15;46;14;29;1;11;93;65;94;6;12;32;27;17;6;13;19;53;20;16;31;106;31;39;14;24;24;59;24;39;10;38;22;19;7;25;4;50;16;12;103;0;77
NOMcom VERcjg ADJqua;308;1;18;3;0;0;2;1;13;3;2;7;2;1;1;7;8;2;0;3;1;1;4;2;9;2;2;0;4;16;11;18;1;7;4;12;2;2;4;5;4;2;4;2;13;1;4;1;3;8;5;3;9;1;6;5;1;7;7;8;13;2;3;6;0;9
VERcjg ADJqua PONfbl;39;1;2;0;0;0;1;0;2;0;0;0;0;0;0;2;0;0;0;0;1;1;0;2;0;0;0;0;1;2;0;3;0;2;0;1;0;0;0;0;2;0;0;0;1;0;2;1;0;1;0;0;2;1;0;0;0;0;1;0;3;1;1;0;0;2
ADJqua PONfbl CONcoo;72;1;2;1;0;0;0;1;5;0;0;1;0;1;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;10;0;3;0;4;0;1;0;0;1;0;1;0;0;1;3;0;4;0;0;3;1;0;1;0;0;1;0;0;0;0;17;2;0;1;0;2
PONfbl CONcoo NOMpro;12;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0
CONcoo NOMpro NOMpro;7;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
NOMpro NOMpro ADVgen;11;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOMpro ADVgen ADJqua;11;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
ADJqua PONfrt VERcjg;52;1;2;1;0;0;0;0;1;2;0;1;1;0;0;1;2;1;0;1;2;0;1;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0;1;1;0;0;2;4;1;1;0;1;1;3;0;0;0;1;0;0;0;0;1;4;3;1;2;1;1
PONfrt VERcjg PRE;120;1;3;1;0;0;1;1;4;5;1;2;2;0;1;2;6;1;0;0;4;1;6;0;3;1;3;0;0;7;2;2;1;1;2;4;1;0;0;1;1;1;1;0;3;0;5;0;3;1;3;3;7;0;1;1;1;3;1;0;3;2;5;4;0;1
VERcjg PRE PROind;54;1;2;0;0;0;0;0;3;5;1;0;1;0;0;0;0;0;0;0;7;0;1;0;0;0;2;0;0;3;2;1;0;0;1;0;1;1;1;0;2;0;0;0;5;0;4;0;0;0;0;0;2;0;0;0;1;1;1;0;1;0;0;3;0;1
PRE PROind PRE;42;1;2;1;1;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;4;0;1;0;0;0;2;0;1;0;1;3;0;0;0;0;0;1;1;0;3;0;0;0;2;0;2;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;4;0;2
PROind PRE ADJqua;13;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
PRE ADJqua NOMcom;1431;2;73;22;4;0;34;14;67;23;11;17;31;7;16;29;32;6;4;8;9;7;25;17;30;4;24;0;22;61;19;89;10;12;8;45;30;8;4;18;41;24;6;9;38;11;19;14;5;19;38;9;30;16;46;21;6;26;11;14;47;12;22;60;3;42
ADJqua NOMcom PONfrt;2219;1;130;20;10;0;53;19;127;51;23;19;32;14;14;30;53;12;4;8;18;13;65;15;43;9;27;0;33;130;45;120;20;8;29;56;62;3;19;32;51;46;17;19;70;20;26;16;13;50;33;22;47;10;96;24;20;35;16;17;32;16;24;72;13;47
PONfrt CONcoo VERinf;83;2;1;0;0;0;4;1;2;1;0;1;1;0;1;1;0;1;0;0;5;0;3;0;2;0;0;0;2;5;0;2;1;0;4;4;2;0;0;1;2;1;1;0;1;1;3;0;1;3;1;1;3;0;11;1;0;0;0;0;2;0;1;1;0;2
CONcoo VERinf NOMcom;40;1;1;3;0;0;1;0;0;0;0;2;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;2;0;5;0;0;1;3;1;1;0;0;2;1;0;0;0;0;2;0;0;0;1;0;0;0;3;1;0;0;0;0;0;1;0;0;0;2
VERinf NOMcom VERcjg;20;1;2;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
NOMcom VERcjg PRE;1146;6;61;9;5;0;8;13;57;15;9;21;22;9;15;18;26;18;0;7;28;10;27;11;22;8;19;0;11;48;31;66;5;11;12;15;19;6;7;10;26;22;12;8;49;10;24;8;7;12;16;16;35;3;20;11;13;3;18;5;30;9;6;63;0;35
VERcjg PRE PROper;975;2;46;15;5;0;7;18;40;17;17;16;21;4;6;18;21;15;1;2;18;11;20;2;15;9;11;0;7;55;39;40;7;16;11;19;18;4;15;6;18;22;6;3;56;7;25;4;10;15;26;11;17;3;20;6;12;9;11;5;24;7;9;34;0;21
PRE PROper PONfrt;590;2;29;7;3;0;7;12;8;14;9;9;7;3;1;13;15;10;1;1;9;9;25;0;16;9;8;1;11;22;19;22;4;2;12;16;8;0;6;8;4;17;7;5;39;7;12;4;10;7;20;3;13;1;22;7;6;7;4;4;11;5;2;7;0;8
PROper PONfrt CONsub;73;1;5;0;0;0;1;0;1;4;3;0;1;0;0;2;2;1;0;0;0;0;0;0;1;2;0;0;0;3;4;4;0;1;4;3;1;0;0;1;1;2;0;4;2;1;0;1;2;0;1;0;2;0;3;0;0;1;2;1;0;1;0;3;0;1
PONfrt CONsub DETdef;354;1;26;1;1;0;5;0;17;5;3;3;2;2;3;3;9;6;0;1;5;2;8;1;14;3;12;0;2;24;11;16;3;0;7;4;4;0;0;2;11;3;4;11;10;4;1;2;6;6;2;3;8;1;15;1;3;2;4;1;3;6;1;20;0;20
CONsub DETdef NOMcom;1062;2;45;14;4;0;14;3;59;13;8;19;10;2;10;17;18;14;0;2;46;7;20;5;18;8;13;1;11;70;26;43;4;9;14;16;8;2;11;10;29;9;15;20;36;13;46;5;14;20;25;13;21;1;29;15;11;0;6;4;30;10;5;53;0;36
DETdef NOMcom PRE.DETdef;829;1;46;9;4;0;16;11;25;15;14;19;19;6;4;21;8;6;5;1;20;4;8;8;13;7;11;0;8;49;8;38;4;7;15;10;20;3;12;6;29;12;9;6;37;3;16;4;11;14;28;8;18;4;11;7;9;5;14;10;34;14;4;21;0;20
PRE.DETdef NOMcom ADVneg;30;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;3;0;1;2;0;0;0;0;0;2;0;2;0;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;2;0;1
VERcjg ADVneg PONfrt;110;1;6;2;2;0;1;1;4;2;2;3;0;0;1;2;2;0;1;0;4;3;2;0;1;1;0;0;0;12;1;2;1;2;2;2;1;0;2;0;4;3;0;0;2;1;2;1;1;1;1;1;2;0;2;4;4;1;0;0;1;0;0;10;0;3
ADVneg PONfrt PRE;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0
PONfrt PRE DETdef;151;1;7;2;2;0;2;0;5;2;4;1;2;0;0;2;3;1;0;0;7;2;2;1;6;2;3;1;0;8;5;8;0;2;4;2;3;0;4;0;5;1;1;2;6;0;6;2;0;2;3;0;7;0;4;4;1;1;0;0;3;0;1;4;0;4
PRE DETdef ADJqua;537;1;47;3;0;0;18;3;36;15;3;1;4;3;0;6;15;5;1;1;1;0;25;4;18;2;10;0;5;28;3;30;4;2;6;4;16;3;1;12;12;8;2;5;17;1;5;5;4;26;5;3;15;0;17;2;0;2;7;6;15;1;6;16;0;21
DETdef ADJqua NOMcom;2056;1;147;13;3;0;37;11;120;28;17;15;13;14;4;8;47;15;9;10;14;3;89;24;62;10;45;1;27;133;31;126;11;5;36;52;78;8;5;34;55;25;20;11;103;3;9;12;11;52;8;15;58;6;52;23;2;10;16;17;51;4;13;104;0;70
ADJqua NOMcom PRE;1052;1;74;19;6;0;11;9;48;13;14;8;17;9;4;12;23;10;5;1;13;11;33;5;19;6;16;2;17;55;16;68;9;4;10;15;19;5;7;17;33;11;5;9;29;10;11;6;6;18;25;14;23;7;27;9;7;13;17;9;37;13;6;38;1;37
PRE DETdef ADJord;24;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0
DETdef ADJord NOMcom;75;1;2;0;0;0;0;0;2;1;3;2;3;0;0;1;3;0;0;0;5;0;0;1;3;0;0;0;0;7;1;4;0;4;3;1;0;0;1;0;0;0;0;1;2;2;3;6;0;0;2;1;0;0;1;0;0;0;0;1;3;2;1;1;0;1
ADJord NOMcom PONfrt;42;1;0;0;0;0;0;0;1;0;0;3;3;0;0;4;0;3;0;1;2;0;0;0;1;0;0;0;0;2;2;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;2;2;1;0;0;1;2;0;0;0;2;1;0;0;0;1;1;1;0;1
NOMcom PONfrt DETdef;432;2;19;0;1;0;3;5;14;9;15;7;4;3;4;4;10;4;0;1;6;1;10;7;7;3;8;1;3;18;7;19;0;2;5;10;4;0;2;1;13;5;5;11;17;4;3;2;6;2;20;7;10;0;4;13;5;1;6;5;18;7;0;33;0;16
PONfrt DETdef NOMcom;641;3;22;0;4;0;3;7;28;13;15;8;4;4;8;5;13;11;1;0;12;5;7;6;10;5;11;2;3;25;15;33;2;6;12;12;5;0;4;2;24;7;5;13;33;11;5;5;9;2;18;8;12;1;5;15;11;1;14;10;23;8;2;44;0;29
NOMcom VERcjg ADVgen;779;1;28;9;1;0;6;3;47;5;7;11;6;8;3;13;17;5;1;2;24;4;16;4;18;6;11;0;7;49;13;27;3;6;10;15;18;4;12;5;22;8;9;3;40;10;19;4;7;11;29;5;11;8;22;16;9;6;7;4;20;5;1;45;0;33
VERcjg ADVgen ADJqua;734;1;53;4;5;0;11;5;32;16;16;8;6;4;1;2;26;5;3;0;22;12;11;2;12;4;14;1;4;52;11;23;2;4;7;11;10;0;4;3;18;6;3;15;24;8;31;3;15;18;43;7;8;1;24;7;15;4;9;8;5;8;2;22;0;23
ADVgen ADJqua CONsub;152;1;4;0;1;0;2;0;6;3;2;2;2;0;0;3;2;3;0;0;9;1;4;1;5;1;0;0;1;10;0;7;0;0;4;2;2;0;0;0;2;0;0;4;2;2;17;2;3;3;11;1;1;0;9;0;4;0;0;2;2;1;1;3;0;4
ADJqua CONsub PROper;108;1;6;3;2;0;1;0;1;7;0;2;3;0;0;0;3;0;0;0;1;0;3;0;2;0;0;0;3;3;1;3;1;2;2;3;1;0;1;0;3;0;0;4;2;0;12;3;3;0;5;1;3;0;6;0;1;1;0;0;2;2;1;2;0;2
CONsub PROper VERcjg;3486;1;194;51;25;0;46;29;89;98;30;44;53;11;25;88;73;30;7;7;113;36;77;16;81;34;34;4;39;163;64;129;16;47;36;108;51;17;42;37;66;77;34;56;151;55;147;24;22;39;74;31;57;11;135;23;45;41;23;22;74;26;28;95;1;84
PROper VERcjg VERinf;1417;1;69;20;8;0;25;7;45;20;9;17;25;7;13;22;23;11;3;4;51;10;38;15;39;11;19;1;17;90;14;71;10;18;23;32;17;2;14;12;36;10;14;11;54;7;76;15;11;21;33;19;32;2;52;23;19;9;6;10;21;19;13;41;0;30
VERcjg VERinf PRE;602;1;25;12;2;0;16;4;21;9;4;10;15;4;1;10;14;3;2;1;11;5;11;5;21;6;8;0;7;31;4;31;0;3;7;7;7;1;9;5;15;3;8;6;25;2;34;7;7;7;13;5;12;1;16;12;7;3;6;2;24;8;7;22;0;17
VERinf PRE DETind;113;1;8;3;0;0;3;0;8;2;0;2;0;0;1;2;2;0;2;1;2;0;3;1;4;1;0;0;1;9;2;6;1;1;2;2;3;0;1;1;3;0;3;1;2;0;2;0;0;1;1;0;6;1;3;0;1;1;0;0;2;3;1;4;0;3
PRE DETind DETdef;227;1;7;5;0;0;5;5;3;5;0;3;3;4;4;4;3;2;0;3;3;0;5;1;8;1;6;0;3;16;3;21;1;2;0;1;1;2;1;5;6;1;1;1;5;1;1;2;2;4;8;2;11;1;8;6;1;1;1;0;7;3;1;4;0;12
DETind DETdef NOMcom;745;2;31;10;1;0;14;9;20;11;8;12;11;5;5;13;18;10;2;7;5;8;16;3;13;2;10;2;7;36;20;71;3;4;16;14;16;4;9;6;18;10;5;7;21;5;4;3;11;11;22;8;33;3;23;15;3;2;6;8;15;9;3;22;0;24
DETdef NOMcom PONfrt;1506;3;61;28;6;0;29;15;68;20;12;19;18;10;11;25;24;22;4;4;57;13;40;8;44;12;17;5;12;87;37;44;7;21;27;30;33;4;14;16;38;25;15;16;54;14;37;8;13;18;43;18;30;8;42;19;16;17;15;16;34;9;13;53;0;28
PONfrt CONcoo CONsub;985;1;48;20;3;0;7;10;30;19;2;23;15;1;4;25;20;20;3;0;43;7;24;1;27;6;9;0;13;49;22;25;4;16;16;42;19;5;22;9;16;17;8;5;42;22;15;7;3;18;34;11;16;3;42;4;14;14;5;4;14;7;8;19;0;27
CONcoo CONsub DETpos;26;1;2;1;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2;0;0;2;0;2;0;0;0;1;2;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1
