"lemma";"F";"00_Ano_Leg-A_Ap_Ev_Dis_Pierre1.decolumnized";"01_Ano_Leg-A_Ap_NA_Vie_Pierre2.decolumnized";"02_Ano_Leg-A_Ap_NA_Pas_Paul.decolumnized";"03_Ano_Leg-A_Ap_NA_Mar_Jean.decolumnized";"04_Ano_Leg-A_Ap_NA_Vie_Jean_Ev.decolumnized";"05_Ano_Leg-A_Ap_NA_Vie_Jacques.decolumnized";"06_Ano_Leg-A_Ap_NA_Vie_Matthieu.decolumnized";"07_Ano_Leg-A_Ap_NA_Vie_SimonJude.decolumnized";"08_Ano_Leg-A_Ap_NA_Vie_Philippe.decolumnized";"09_Ano_Leg-A_Ap_NA_Vie_JacquesMineur.decolumnized";"10_Ano_Leg-A_Ap_NA_Vie_Barthelemy.decolumnized";"11_Ano_Leg-A_Ap_NA_Vie_Marc.decolumnized";"12_Ano_Leg-A_Ma_Ho_Vie_Longin.decolumnized";"13_Ano_Leg-B_Ma_Ho_Vie_Sebastien.decolumnized";"14_Ano_Leg-B_Ma_Ho_Vie_Vincent.decolumnized";"15_Ano_Leg-B_Ma_Ho_Vie_Georges.decolumnized";"16_Ano_Leg-B_Ma_Ho_Vie_Christophe.decolumnized";"17_Ano_Leg-B_Ma_Fe_Vie_Agathe.decolumnized";"18_Ano_Leg-B_Ma_Fe_Vie_Luce.decolumnized";"19_Ano_Leg-B_Ma_Fe_Vie_Agnes.decolumnized";"20_Ano_Leg-B_Ma_Fe_Vie_Felicite.decolumnized";"21_Ano_Leg-B_Ma_Fe_Vie_Christine.decolumnized";"22_Ano_Leg-B_Ma_Fe_Vie_Cecile.decolumnized";"23_Ano_Leg-B_Ma_Ho_Vie_Sixte.decolumnized";"24_Ano_Leg-B_Ma_Ho_Vie_Laurent.decolumnized";"25_Ano_Leg-B_Ma_Ho_Vie_Hippolyte.decolumnized";"26_Ano_Leg-B_Ma_Ev_Vie_Lambert.decolumnized";"27_Ano_Leg-B_Ma_Ho_Vie_Pantaleon.decolumnized";"28_Ano_Leg-B_Ma_Ho_Vie_Clement.decolumnized";"29_Wau_Leg-C_Co_Ev_Vie_Martin.decolumnized";"30_Wau_Leg-C_Co_Ev_Tra_Martin2.decolumnized";"31_Wau_Leg-C_Co_Ev_Dia_Martin3.decolumnized";"32_Wau_Leg-C_Co_Ev_Vie_Brice.decolumnized";"33_Wau_Leg-C_Co_Er_Vie_Gilles.decolumnized";"34_Wau_Leg-C_Co_Ev_Vie_Martial.decolumnized";"35_Wau_Leg-C_Co_Ev_Vie_Nicolas.decolumnized";"36_Wau_Leg-C_Co_Ev_Mir_Nicolas2.decolumnized";"37_Wau_Leg-C_Co_Ev_Tra_Nicolas3.decolumnized";"38_Wau_Leg-C_Co_Ev_Vie_Jerome.decolumnized";"39_Wau_Leg-C_Co_Ev_Vie_Benoit.decolumnized";"40_Wau_Leg-C_Co_Er_Vie_Alexis.decolumnized";"41_Ano_Leg-C_Vi_NA_Vie_Irene.decolumnized";"42_Ano_Leg-B_Vi_NA_Ass_NotreDame.decolumnized";"43_Ano_Leg-C_Vi_NA_Vie_Catherine.decolumnized";"44_Ano_Leg-C_Ap_NA_Vie_Andre.decolumnized";"45_Ano_Leg-C_Ap_NA_Pas_Andre2.decolumnized";"46_Ano_Leg-B_Co_NA_Pur_Patrice.decolumnized";"47_Ano_Leg-C_Co_er_Vie_PaulErmite.decolumnized";"48_Ano_Leg-C_Co_ev_Tra_Benoit2.decolumnized";"49_Ano_Leg-C_NA_NA_Vie_Maur.decolumnized";"50_Ano_Leg-C_NA_NA_Vie_Placide.decolumnized";"51_Ano_Leg-C_Ma_ho_Vie_Eustache.decolumnized";"52_Ano_Leg-C_Co_NA_Vie_Fursi.decolumnized";"53_Ano_Leg-C_Vi_NA_Vie_Marguerite.decolumnized";"54_Ano_Leg-C_Vi_NA_Vie_Pelagie.decolumnized";"55_Ano_Leg-C_Co_NA_Vie_Simeon.decolumnized";"56_Ano_Leg-C_Co_NA_Vie_Mamertin.decolumnized";"57_Ano_Leg-C_Vi_NA_Vie_Julien.decolumnized";"58_Ano_Leg-C_Vi_NA_Vie_MarieEgyptienne.decolumnized";"59_Ano_Leg-C_Vi_NA_Vie_Euphrasie.decolumnized";"60_Ano_Leg-B_NA_NA_NA_Antechriste.decolumnized";"61_Ano_Leg-B_NA_NA_NA_Jugement.decolumnized";"62_Ano_Leg-N_NA_NA_NA_Index.decolumnized";"63_Ric_Leg-N_NA_NA_NA_Bestiaire.decolumnized";"64_Ano_Leg-N_NA_NA_NA_Bestiaire2.decolumnized"
"mais1";1085;39;26;11;1;16;35;26;22;1;5;16;6;5;6;16;9;23;5;10;15;1;14;23;3;5;9;10;14;6;58;4;104;4;9;34;5;24;27;7;42;8;15;5;43;12;41;37;23;9;11;2;17;9;3;6;7;6;8;38;5;5;3;0;51;25
"mon1";1000;33;27;18;0;16;98;11;5;5;4;10;8;9;16;9;20;26;17;14;21;2;25;16;11;5;5;13;21;3;18;0;19;5;3;39;4;44;77;4;15;25;0;12;23;11;49;1;23;8;9;4;20;0;19;6;10;8;5;32;2;0;1;2;17;17
"mie";988;3;14;11;0;15;50;8;34;0;6;10;2;7;9;22;15;37;7;4;15;4;17;27;8;7;3;17;12;4;69;1;127;5;8;33;5;42;37;7;48;15;1;12;41;24;23;17;6;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;36;58
"i2";977;26;16;5;1;6;76;31;33;4;5;10;4;4;13;19;20;28;2;8;7;1;10;10;3;8;7;15;15;8;49;1;77;1;11;40;3;28;36;6;36;12;11;2;14;5;26;41;3;8;19;7;7;5;1;4;15;7;13;21;3;0;1;2;38;29
"chose";961;26;10;10;1;8;21;16;29;1;2;5;1;2;12;9;10;29;9;9;7;2;17;41;2;7;3;14;10;3;65;2;90;3;20;25;6;47;19;12;63;12;4;2;46;5;26;19;17;9;22;5;6;4;1;2;2;2;3;15;5;3;0;0;31;52
"voloir";939;10;9;10;0;8;23;10;23;3;4;16;5;8;9;19;13;30;8;10;15;6;18;16;5;1;4;10;11;4;47;2;75;6;17;35;12;27;36;7;37;12;7;2;25;9;40;30;4;17;21;10;12;8;3;4;10;6;9;13;7;0;0;0;38;43
"où";933;14;16;10;3;14;70;20;21;5;6;15;9;6;13;17;14;28;6;5;12;4;19;15;8;15;10;14;7;9;40;4;65;2;14;40;1;30;20;8;53;7;11;4;15;10;45;27;7;9;11;5;3;4;0;0;9;10;5;17;2;6;0;0;18;26
"bien1";927;8;5;7;0;6;41;18;13;4;1;11;0;10;10;16;7;30;12;9;8;8;22;13;4;8;2;15;17;11;55;0;80;8;7;47;8;43;16;7;39;12;2;2;13;3;24;23;9;11;17;10;8;5;3;1;4;9;8;14;2;1;1;2;42;75
"devant";894;19;16;12;3;4;59;18;41;8;1;12;6;11;12;18;19;29;9;5;8;6;26;10;7;22;17;6;19;0;39;1;34;6;10;40;1;23;17;8;23;11;1;13;34;3;27;14;4;7;25;7;8;14;3;11;9;9;6;9;2;2;2;1;18;29
"nul";869;16;9;8;1;12;36;29;25;3;2;16;0;3;12;10;12;31;10;4;20;3;10;21;3;3;6;21;11;4;46;4;68;7;8;43;8;28;23;8;32;10;7;8;31;6;26;17;11;6;5;4;2;4;2;2;3;5;6;18;3;0;2;0;47;28
"là";865;9;6;7;1;6;67;17;13;10;3;15;6;7;8;21;13;22;8;2;13;4;19;5;12;9;10;8;12;10;37;6;66;5;15;61;6;27;34;7;49;16;6;7;18;6;52;37;3;3;5;2;0;4;0;1;7;3;4;7;1;0;0;0;12;15
"tant";865;7;6;3;2;9;52;16;18;2;3;8;4;6;12;21;11;20;4;7;10;3;7;21;2;7;6;16;19;2;51;2;64;4;21;39;6;43;38;8;47;17;4;3;14;7;17;13;10;11;14;3;3;1;2;1;5;1;2;11;1;3;0;0;62;33
"autre";831;6;12;9;0;7;56;6;12;0;1;14;1;1;8;7;6;7;5;4;12;4;6;13;2;5;4;8;24;3;41;2;68;1;12;44;2;27;25;2;33;8;8;8;29;2;44;50;8;8;19;9;11;4;1;2;5;4;10;16;2;3;2;0;53;25
"dont";821;13;14;12;0;15;35;10;20;1;2;8;3;4;10;12;9;11;6;2;9;3;13;12;6;10;3;9;20;2;43;4;90;4;18;40;8;34;37;8;52;16;5;6;22;4;21;8;6;0;5;6;0;2;0;1;3;1;1;4;0;2;1;0;29;66
"metre2";811;25;13;12;2;11;63;13;14;4;1;6;6;2;5;19;10;16;14;7;3;2;20;15;7;9;7;13;11;2;34;8;40;4;10;37;1;23;28;6;26;8;16;9;22;5;38;12;10;16;14;6;8;2;9;5;3;6;4;11;3;2;0;0;23;30
"comencier";810;10;7;3;1;7;52;12;21;5;10;6;10;6;12;9;13;19;12;10;15;2;18;17;11;9;12;21;17;11;41;5;50;5;14;40;8;25;24;6;36;6;3;6;9;6;26;9;14;12;22;10;10;6;3;8;8;4;6;14;5;5;1;1;2;2
"jor";791;17;3;11;1;18;35;9;17;5;4;13;3;2;6;0;5;9;7;2;7;0;14;17;2;8;11;3;19;8;20;9;59;1;13;43;4;12;15;7;40;16;7;13;22;11;31;25;15;7;36;17;15;14;0;6;15;7;6;24;9;3;2;0;6;5
"prendre";788;15;10;2;1;4;67;15;12;1;4;9;6;5;8;14;14;14;6;5;12;1;22;11;8;12;10;11;9;6;21;0;32;1;7;42;10;33;21;8;33;7;10;7;22;6;41;13;8;5;10;6;13;5;6;5;7;2;1;8;2;0;0;0;38;44
"doner";765;6;11;13;0;13;30;9;16;2;1;14;2;5;7;6;9;17;5;17;10;3;14;25;10;12;2;6;14;6;30;0;41;0;18;42;4;20;23;9;40;16;11;9;25;8;17;13;10;6;27;18;7;2;5;8;4;2;14;9;2;1;2;0;17;20
"ton4";758;16;20;8;1;28;28;8;6;0;2;10;4;8;4;12;23;53;23;11;16;8;33;21;7;8;3;5;25;1;10;0;14;3;4;48;3;18;7;0;16;7;5;22;35;16;47;12;3;3;11;7;8;2;13;6;3;5;6;17;7;1;0;0;4;3
"lors";721;4;0;1;1;1;58;8;16;4;5;15;15;10;6;13;20;23;10;6;8;1;25;16;11;21;11;15;31;11;19;1;25;3;10;19;2;25;11;4;24;6;5;0;14;0;34;21;16;8;5;4;5;9;5;2;13;11;9;22;3;9;2;0;7;2
"en1+le";696;10;13;9;1;16;34;21;17;7;8;16;7;7;3;8;17;12;3;4;12;2;18;11;4;12;6;7;8;4;17;0;43;0;9;38;2;14;14;5;22;4;14;12;23;10;30;13;8;5;13;8;9;10;5;5;6;4;8;14;5;9;4;2;6;8
"cors1";694;9;15;5;1;12;29;13;6;2;3;5;6;6;6;25;4;10;10;11;14;1;6;21;2;7;19;6;10;0;23;6;14;1;9;34;4;13;41;2;24;12;2;19;21;5;23;10;19;33;11;6;4;20;8;2;20;5;6;28;1;0;0;0;1;3
"comander";690;14;10;12;3;11;17;15;22;2;0;13;1;5;8;11;24;32;14;1;7;10;40;17;5;14;17;7;34;3;20;0;24;0;8;48;0;14;6;9;23;7;14;7;32;6;30;4;0;5;12;8;9;5;7;2;7;3;4;4;1;0;1;0;0;1
"dieu";678;17;4;10;0;14;18;13;26;1;3;23;4;19;2;10;23;53;10;5;7;15;50;17;5;15;7;3;29;7;11;1;11;0;0;36;0;6;3;2;4;4;13;9;38;16;41;5;2;3;1;3;6;1;6;3;4;3;8;7;0;3;1;0;3;14
"respondre1";647;13;3;3;1;7;29;6;35;1;3;15;3;15;4;7;20;25;18;12;7;12;22;47;11;28;10;8;46;4;15;0;25;3;8;29;0;14;8;3;18;5;2;1;18;15;15;6;7;2;6;5;1;3;3;0;5;2;2;5;1;0;0;0;2;3
"öir";628;13;5;9;0;8;22;4;10;1;1;5;3;3;1;5;11;22;9;7;6;7;22;14;7;5;7;9;16;6;36;0;33;1;7;33;4;23;13;2;21;12;3;2;11;6;27;14;2;10;15;5;13;8;4;4;11;10;10;15;5;4;0;0;15;11
"devoir";623;12;11;11;1;9;35;9;13;2;5;1;1;5;14;7;7;13;3;4;4;0;9;17;0;3;1;9;11;4;42;1;34;0;8;25;4;19;9;2;24;11;7;5;23;7;23;11;9;8;13;3;2;6;2;2;4;2;1;2;2;4;0;0;30;57
"plus";623;8;4;6;2;7;22;14;11;2;1;10;1;3;6;31;4;18;4;1;14;2;16;6;3;0;1;11;20;2;32;3;48;5;14;12;2;18;9;3;16;6;1;3;29;4;14;32;8;5;17;0;5;3;2;3;2;2;3;8;5;3;1;0;42;33
"apostle";603;7;4;2;1;13;169;58;81;10;6;39;1;2;0;0;1;0;2;2;0;0;0;3;0;0;0;2;0;0;1;0;2;0;2;13;0;0;0;2;1;0;1;22;0;2;141;0;1;0;5;0;0;0;1;1;0;0;1;0;0;2;1;1;0;0
"morir";599;8;12;12;0;15;34;12;11;4;2;6;2;3;3;15;5;16;5;4;13;8;10;15;2;3;9;4;7;3;22;0;7;6;5;23;2;7;10;0;13;5;8;4;24;6;35;7;11;6;65;6;5;9;3;0;2;0;5;1;5;2;0;1;31;20
"aussi";597;1;7;3;0;7;20;7;14;0;1;10;0;1;4;5;2;12;8;6;7;1;9;20;6;0;4;6;6;1;14;2;41;1;3;23;3;13;16;5;17;9;7;2;5;4;11;27;3;6;18;4;5;12;7;5;9;3;4;11;4;10;0;0;70;55
"dïable";590;12;7;8;1;9;31;4;10;0;1;37;1;10;5;7;8;5;2;1;2;5;10;2;4;4;4;5;2;3;54;0;21;0;5;56;0;14;7;0;25;2;5;2;11;5;40;56;2;0;11;1;6;13;10;5;2;8;10;2;3;10;0;0;0;4
"nom";587;2;6;10;3;17;31;20;16;2;3;7;5;6;4;4;11;12;3;1;2;5;16;13;4;9;6;6;7;5;13;2;16;0;8;38;3;8;7;1;22;6;14;2;15;2;41;21;4;8;18;15;6;6;4;14;6;4;13;7;4;1;1;0;6;15
"bel1";583;1;2;2;0;0;45;12;15;5;3;4;13;7;11;6;11;18;6;7;8;6;23;17;3;6;6;17;18;1;17;3;13;0;5;45;4;17;25;3;22;11;3;0;9;0;13;5;5;0;3;4;11;2;7;2;6;8;5;10;3;0;0;0;15;34
"benëir";580;2;4;3;0;2;51;12;3;1;1;2;1;0;5;9;4;0;0;1;3;0;10;4;2;6;5;10;1;1;10;1;10;0;4;35;3;7;11;0;185;1;8;11;24;2;27;9;1;24;36;12;0;0;2;0;1;3;2;5;1;0;0;2;0;0
"priier";575;3;8;4;0;9;24;9;9;0;4;6;3;6;9;2;16;13;3;5;8;1;8;7;1;2;2;13;9;12;15;0;30;0;14;35;7;22;19;5;11;3;8;7;12;1;55;5;11;8;24;7;6;1;8;4;5;7;11;27;5;0;0;0;6;0
"vie1";574;7;14;10;0;9;26;16;9;5;4;2;6;8;4;11;5;19;3;2;8;6;6;23;4;3;1;10;8;3;47;2;34;6;20;32;10;11;12;3;29;19;2;3;6;4;22;15;7;4;11;5;1;4;2;3;2;2;2;4;2;0;0;0;6;10
"cité";566;4;9;5;2;8;20;16;21;4;2;13;9;6;3;2;10;12;3;11;5;2;9;5;1;2;2;7;13;4;34;0;13;9;8;33;4;26;60;5;2;17;30;4;13;2;45;2;3;2;2;8;1;0;4;5;4;3;11;1;0;3;0;1;0;1
"on";563;23;10;7;0;10;28;2;12;3;3;3;1;5;6;9;12;18;9;6;5;1;7;11;4;5;5;5;18;1;28;0;33;4;7;21;0;16;8;3;13;3;0;3;26;11;21;12;1;3;7;7;2;2;0;1;4;2;3;7;0;2;0;0;39;45
"ainsi";542;10;6;3;0;7;43;11;21;2;5;9;2;4;8;16;4;21;3;5;5;6;22;12;2;5;4;15;8;9;21;0;25;2;4;19;7;14;18;7;29;9;6;2;36;5;10;16;6;0;1;2;2;2;1;2;0;1;0;2;0;1;0;0;8;16
"naistre";535;14;5;3;0;3;12;18;14;2;2;8;4;3;6;6;9;17;2;4;8;0;14;23;4;3;4;7;9;5;23;1;46;1;5;16;3;9;8;3;18;6;3;4;17;8;20;4;3;3;5;3;7;6;2;2;7;5;6;16;2;7;0;1;32;24
"ce2";533;13;11;6;1;11;23;20;27;0;0;7;2;2;3;7;5;12;7;1;4;2;15;15;2;16;8;6;7;1;16;3;23;0;2;24;3;16;7;0;19;5;3;2;33;3;23;25;13;9;9;2;3;3;5;1;4;5;2;7;2;4;0;0;14;9
"deus";523;4;2;8;1;20;31;16;42;5;2;7;3;4;14;6;4;11;2;0;2;0;11;12;3;2;4;11;5;3;13;0;20;0;8;15;2;7;13;1;13;8;5;3;15;3;16;6;8;8;14;9;18;11;1;2;1;5;2;5;4;4;1;1;30;16
"tel";523;11;8;3;0;5;25;15;10;0;1;5;1;3;7;8;6;6;4;5;7;0;12;4;1;3;5;6;8;1;33;0;34;5;7;16;9;16;8;5;29;11;3;2;13;7;8;15;14;5;10;3;3;0;1;4;2;2;5;6;1;1;1;0;31;43
"quel1";513;5;6;8;1;5;13;11;8;0;2;7;2;2;6;2;4;10;9;9;8;2;20;25;2;2;4;0;8;3;19;1;51;0;8;15;6;16;14;4;22;10;5;4;29;5;17;10;11;3;11;2;4;3;3;1;1;2;6;3;0;0;0;0;28;15
"croire";500;14;6;12;0;11;22;9;11;5;6;14;2;7;9;3;18;37;2;8;5;8;10;17;0;11;4;5;16;6;24;2;17;1;2;19;2;15;4;1;2;0;13;8;10;12;32;10;2;4;1;1;9;0;1;2;0;2;11;2;0;3;0;0;3;7
"laissier";498;13;10;9;0;8;24;7;12;0;1;11;3;8;8;8;3;13;6;1;8;2;9;6;5;5;4;6;14;6;19;2;42;1;7;28;1;18;14;3;19;6;4;0;12;6;15;9;7;7;14;0;3;7;3;6;6;5;1;4;2;1;0;0;9;7
"terre";486;11;5;8;0;4;22;9;8;2;3;8;6;3;3;5;14;23;3;0;6;0;10;6;1;1;1;8;8;1;18;2;40;0;11;25;1;17;5;1;20;6;5;8;14;1;26;14;14;3;5;4;13;3;2;2;5;1;5;18;3;6;1;1;4;3
"sor2";481;2;4;5;0;4;20;10;14;1;5;4;2;1;5;6;3;7;3;2;7;1;11;4;7;10;2;7;7;2;28;1;22;3;3;23;2;24;10;0;13;5;12;10;9;1;20;16;5;6;13;10;7;6;6;4;9;6;2;14;1;5;0;1;8;20
"après";478;5;7;2;1;7;22;5;7;2;1;4;1;3;2;2;2;2;1;1;6;2;3;10;2;4;9;13;11;0;28;0;35;4;6;21;1;4;8;5;17;3;10;4;12;4;17;11;2;11;30;14;11;12;5;6;7;8;8;16;5;6;1;0;2;7
"lieu";466;10;6;9;0;4;23;9;3;2;2;3;8;0;5;8;5;7;0;3;7;1;8;5;4;2;7;5;5;5;22;4;28;0;8;16;0;11;22;4;34;0;4;12;6;3;20;9;5;12;20;2;7;0;1;0;5;5;7;7;1;2;1;1;15;16
"haut";463;9;15;10;0;1;34;9;11;2;10;2;5;5;10;8;10;13;9;3;9;2;16;11;1;4;2;11;8;1;24;3;22;1;3;20;5;29;8;3;24;7;3;2;17;3;17;4;4;2;5;1;2;6;2;1;2;1;1;3;2;0;0;0;1;4
"parole";458;9;8;11;0;14;7;13;5;0;1;1;1;2;2;2;0;6;12;9;4;4;12;5;0;1;0;4;9;1;17;0;42;5;2;26;2;10;9;0;31;8;3;5;31;3;45;3;2;0;6;0;0;7;0;1;2;1;2;11;1;0;0;0;21;19
"pere";448;44;11;1;1;6;20;5;3;0;3;1;1;0;3;3;4;5;0;1;7;0;31;0;2;3;1;16;18;3;11;0;6;1;7;39;7;6;10;6;18;14;19;16;6;1;25;2;2;7;3;2;5;1;4;1;4;1;11;11;4;0;0;2;2;1
"maniere";444;8;18;7;0;7;31;15;10;1;2;7;2;1;4;9;0;9;4;5;8;3;10;12;2;4;5;10;7;2;26;1;20;5;7;12;3;13;10;4;32;3;0;0;13;6;7;3;19;0;3;2;1;1;1;2;0;2;2;1;0;3;0;0;27;12
"gent1";430;16;11;8;0;10;13;18;9;2;4;7;6;3;3;4;6;11;2;2;5;0;4;1;0;2;0;5;5;7;25;0;20;1;1;30;3;18;8;1;11;8;2;3;12;8;21;22;2;9;0;2;0;4;1;1;8;2;11;4;1;0;1;0;13;13
"bon";417;9;14;6;0;4;21;13;3;2;0;0;2;4;4;3;1;8;4;6;8;3;4;9;0;0;6;15;5;1;23;2;22;2;10;28;11;16;6;3;10;11;2;1;3;4;17;10;4;6;4;3;3;5;4;1;5;0;4;14;2;0;0;0;7;19
"roi2";416;4;3;14;0;1;7;36;36;0;0;29;0;3;2;0;9;72;1;2;0;2;4;0;0;4;2;11;1;1;2;0;5;0;25;5;0;2;9;0;17;2;15;1;16;2;0;11;2;10;18;0;0;10;1;0;5;0;0;1;2;4;1;1;2;3
"parler";412;3;2;6;0;3;21;5;9;2;1;3;0;1;1;4;3;9;6;5;10;3;11;12;1;6;9;9;17;1;10;1;32;3;7;29;1;17;9;3;24;7;1;2;14;0;13;6;2;1;9;2;2;2;1;2;3;2;4;5;1;0;0;0;13;21
"fil2";393;9;6;0;0;5;32;17;1;1;3;9;3;1;7;2;8;3;0;0;20;13;8;1;7;3;2;6;12;4;1;0;4;1;0;12;2;12;16;1;11;22;5;5;6;6;47;0;0;2;8;2;12;0;4;2;2;1;10;4;0;7;0;1;3;1
"puis";390;7;6;2;0;8;14;1;3;0;1;7;1;2;6;4;6;6;5;1;0;1;9;9;2;4;5;5;9;2;18;3;18;1;5;28;1;18;17;4;21;2;3;0;5;3;11;15;13;2;7;2;2;5;1;1;6;2;3;5;0;1;0;0;23;18
"que4+il";385;1;3;0;0;0;5;2;3;1;0;2;0;0;6;1;2;6;1;3;1;2;11;1;0;1;3;1;2;0;15;3;12;0;2;17;0;8;18;1;33;16;6;0;8;4;30;24;23;9;28;9;16;4;1;0;3;1;3;2;0;1;0;0;26;4
"apeler";384;13;4;2;0;12;27;8;5;3;2;7;3;4;3;2;6;15;3;1;3;4;15;6;7;3;6;4;21;0;15;1;10;0;2;30;2;9;8;2;20;6;2;1;9;0;18;12;4;4;9;2;5;1;2;2;1;0;0;4;2;3;1;1;1;6
"ensemble";380;1;1;0;0;5;2;5;8;1;1;0;1;1;3;3;2;14;0;2;3;2;5;9;1;4;3;2;11;0;36;1;41;2;12;64;2;23;18;7;32;10;1;2;2;0;8;5;0;0;3;1;1;0;0;0;0;0;1;5;2;0;0;0;7;4
"rendre";378;4;7;6;0;5;22;4;13;0;2;2;3;1;8;5;4;6;4;1;5;1;10;6;0;7;5;5;11;4;6;0;7;1;13;15;1;26;13;1;19;3;7;3;7;2;32;3;5;12;11;9;2;0;0;3;6;4;8;1;2;3;0;0;1;1
"ja";374;4;3;0;0;3;38;7;5;1;3;5;2;1;4;5;3;8;6;5;10;4;6;15;3;2;2;1;3;2;18;0;24;0;2;19;0;16;7;6;8;0;0;1;8;9;16;3;5;2;13;0;1;0;5;3;1;3;1;13;0;4;0;0;18;17
"feme";372;5;14;0;0;4;16;10;1;1;0;4;2;0;11;1;9;9;5;2;4;0;7;1;5;2;8;1;3;8;1;0;15;2;0;11;0;18;14;0;8;13;9;0;3;0;40;4;0;1;8;2;25;0;4;7;4;0;5;6;4;1;0;0;10;24
"mëisme";371;14;15;9;0;5;20;6;7;4;0;1;0;0;2;4;8;9;3;2;6;1;7;6;4;4;5;3;7;7;23;1;30;1;3;13;2;4;8;1;17;2;3;2;7;7;12;5;12;3;7;1;2;4;1;1;2;0;1;5;1;2;0;0;12;17
"ciel";365;20;5;10;0;8;5;10;7;1;3;4;4;2;6;8;12;21;1;0;4;3;28;7;0;7;0;9;11;2;11;0;4;1;1;23;2;1;1;0;7;4;6;8;16;4;10;11;2;3;5;2;5;3;7;2;4;2;5;4;4;1;1;0;3;4
"frere";359;0;10;4;1;10;12;6;3;2;0;6;2;2;2;0;0;1;0;0;2;6;2;21;1;1;1;20;3;1;24;0;15;0;4;6;0;0;6;20;85;0;0;3;0;2;11;3;1;6;11;17;4;1;2;1;11;4;0;3;0;0;0;0;0;0
"trover";357;3;3;7;0;2;23;4;5;0;1;9;4;1;4;2;3;2;5;1;8;0;3;9;3;0;6;4;0;3;12;1;27;0;4;6;2;14;12;5;24;10;6;5;5;0;14;12;9;9;5;3;8;3;1;0;5;2;1;10;1;1;0;0;22;3
"o3";354;9;2;4;1;0;15;11;21;0;3;7;2;3;6;5;11;14;2;1;3;2;8;10;2;3;1;2;10;3;9;0;20;0;2;6;0;9;8;3;6;2;1;1;18;3;3;19;4;1;1;2;1;0;1;0;3;1;2;5;2;5;0;0;23;32
"tenir1";353;6;14;5;0;11;23;5;7;5;1;10;0;1;1;5;1;5;4;1;2;1;6;8;0;1;2;4;4;2;21;0;24;3;4;16;4;6;12;1;15;6;1;1;13;6;12;10;3;2;4;2;0;0;2;2;1;1;2;0;0;3;0;0;28;13
"sans";352;8;5;2;1;5;10;13;6;2;0;6;1;0;2;3;0;10;2;1;11;4;15;7;4;2;2;17;7;0;25;0;18;4;7;20;1;23;5;4;9;2;3;6;12;5;4;5;5;2;2;1;1;0;1;0;0;0;2;5;1;0;0;0;11;22
"main2";347;4;5;5;0;7;21;6;3;0;0;1;3;0;2;3;5;15;2;3;4;0;10;3;4;1;0;5;8;1;16;3;15;2;2;22;2;14;5;1;18;6;7;5;9;4;29;6;9;0;6;10;1;2;6;2;4;6;1;7;0;0;0;0;2;4
"pueple";345;14;11;12;0;19;6;13;12;3;10;6;1;6;2;0;5;16;3;4;7;0;2;0;0;0;0;13;5;5;13;0;6;6;1;51;3;2;6;0;0;4;4;4;5;11;23;4;2;1;2;1;0;0;0;1;2;4;10;2;0;2;0;0;0;0
"pas";342;42;8;14;0;2;10;2;2;0;2;4;1;1;6;3;2;8;0;3;2;2;4;2;0;0;0;1;0;9;4;0;6;0;3;0;0;1;0;1;4;0;3;1;0;0;18;6;5;15;13;3;15;14;14;11;8;12;3;27;3;5;5;0;8;4
"sofrir";341;6;18;5;0;3;9;3;4;1;2;3;2;11;5;17;3;19;5;6;5;7;20;9;3;5;1;2;14;3;12;0;10;1;1;8;3;4;5;1;6;4;4;5;5;8;12;18;1;0;7;2;5;2;3;3;4;1;1;8;0;0;0;0;3;3
"mener";337;2;4;10;0;2;23;3;3;1;0;1;1;5;3;6;6;7;0;5;4;1;5;12;8;3;5;3;6;5;10;0;19;0;14;15;3;4;5;5;13;8;3;2;7;3;14;19;4;3;4;3;7;4;3;0;5;5;0;7;0;1;0;0;6;7
"recevoir";329;4;6;2;0;3;10;4;1;0;2;0;3;1;5;2;5;10;1;0;6;2;7;10;3;2;6;13;6;1;25;1;12;0;8;22;0;15;4;4;8;3;2;7;9;10;14;5;4;2;15;6;3;13;4;1;1;0;4;10;0;1;0;0;1;0
"o4";328;0;8;1;0;2;11;9;4;1;1;3;0;0;6;1;1;14;0;1;3;1;5;4;1;2;0;4;7;0;32;0;32;1;10;64;2;20;6;6;22;13;3;2;3;0;8;0;0;2;2;1;1;0;0;0;2;0;0;0;0;0;1;0;2;3
"or4";328;7;5;6;0;5;12;4;6;0;1;2;0;5;2;11;9;19;6;1;2;3;15;11;1;4;2;4;6;5;14;0;23;0;1;11;1;16;7;2;17;5;0;2;5;1;17;3;6;1;1;1;1;0;1;1;0;0;1;6;0;3;0;0;11;16
"tens";327;2;5;2;1;1;18;10;4;0;3;7;2;3;9;7;6;9;1;1;2;2;4;10;3;3;0;7;9;0;32;1;27;1;6;23;1;12;8;3;15;5;3;0;7;0;5;3;9;6;6;2;4;0;2;1;3;2;1;2;0;2;1;0;3;0
"conter";325;2;1;2;0;2;26;1;3;0;1;1;0;1;0;4;3;2;0;1;4;1;4;3;1;1;4;4;1;0;19;3;78;3;5;19;8;9;10;2;23;6;1;2;0;1;8;9;2;2;6;6;8;0;0;1;1;5;0;5;0;0;0;0;3;7
